—ß∆⁄,—ß∫≈,µÿµ„,»’∆⁄, ±º‰,Ω∂Ó
1,54,ΩÃ “,1125,203347,0.02
1,54,ΩÃ “,1211,203448,0.01
1,54,Àﬁ…·,1221,203927,0.08
1,54,Àﬁ…·,924,204057,0.09
1,54,ΩÃ “,1128,204207,0.02
1,54,Àﬁ…·,109,204302,0.08
1,54,ΩÃ “,1230,204408,0.01
1,54,ΩÃ “,107,205613,0.01
1,54,ΩÃ “,1118,210223,0.02
1,54,ΩÃ “,1121,210420,0.01
1,54,ΩÃ “,1126,210936,0.02
1,54,Àﬁ…·,1228,211004,0.07
1,54,ΩÃ “,1227,211152,0.01
1,54,Àﬁ…·,902,211924,0.1
1,54,ΩÃ “,104,212048,0.02
1,54,Àﬁ…·,902,212622,0.1
1,54,Àﬁ…·,1025,212709,0.08
1,54,Àﬁ…·,902,212757,0.1
1,54,Àﬁ…·,1014,212840,0.08
1,54,Àﬁ…·,902,212910,0.1
1,54,≥¨ –,919,213010,30
1,54,≥¨ –,919,213017,23.6
1,54,Àﬁ…·,1014,213057,0.07
1,54,Àﬁ…·,1208,213335,0.06
1,54,ΩÃ “,1205,213340,0.01
1,54, ≥Ã√,1031,213422,4
1,54,Àﬁ…·,909,213449,0.07
1,54,Àﬁ…·,906,213456,0.02
1,54,Àﬁ…·,911,213612,0.19
1,54,Àﬁ…·,1007,213857,0.4
1,54,Àﬁ…·,1124,214009,0.08
1,54,Àﬁ…·,906,214024,0.02
1,54, ≥Ã√,107,214128,6
1,54,ΩÃ “,1128,214349,0.01
1,54,Àﬁ…·,1225,214352,1.6
1,54,Àﬁ…·,1018,214401,0.17
1,54,ΩÃ “,1115,214407,0.01
1,54,Àﬁ…·,902,214713,0.1
1,54,Àﬁ…·,1204,214948,0.08
1,54,Àﬁ…·,115,215002,0.08
1,54,Àﬁ…·,107,215114,0.19
1,54,ΩÃ “,1125,215312,0.01
1,54,Àﬁ…·,1011,215351,0.09
1,54,Àﬁ…·,1021,215529,0.08
1,54,Àﬁ…·,913,215731,0.14
1,54,Àﬁ…·,908,215925,0.07
1,54,Àﬁ…·,1230,215954,0.2
1,54,ΩÃ “,1126,220119,0.01
1,54,Àﬁ…·,1230,220126,0.1
1,54,Àﬁ…·,1009,220257,0.09
1,54,Àﬁ…·,908,220343,1.2
1,54,Àﬁ…·,104,220344,0.08
1,54,Àﬁ…·,1230,220429,0.6
1,54,Àﬁ…·,1009,220549,0.12
1,54,ΩÃ “,1127,220613,0.01
1,54,Àﬁ…·,1024,220629,0.09
1,54,ΩÃ “,1126,220731,0.02
1,54,≥¨ –,105,220734,4
1,54,Àﬁ…·,912,220816,0.15
1,54,Àﬁ…·,1213,220827,0.08
1,54,Àﬁ…·,1206,221024,0.07
1,54,Àﬁ…·,1211,221219,0.07
1,54,Àﬁ…·,1210,221351,0.14
1,54,Àﬁ…·,1114,221451,0.06
1,54,Àﬁ…·,1114,221621,1.2
1,54,Àﬁ…·,1227,222157,0.08
1,54,Àﬁ…·,1108,222209,0.08
1,54,Àﬁ…·,908,222210,1.2
1,54,Àﬁ…·,1112,222226,0.17
1,54,Àﬁ…·,1230,222228,0.41
1,54,Àﬁ…·,1119,222408,0.09
1,54,Àﬁ…·,917,222543,0.29
1,54,Àﬁ…·,908,222644,1.2
1,54,Àﬁ…·,908,222655,1.2
1,54,Àﬁ…·,1114,222740,1.2
1,54,Àﬁ…·,908,222811,1.2
1,54,ΩÃ “,1118,222830,0.01
1,54,ΩÃ “,1103,222838,0.02
1,54,Àﬁ…·,1207,222857,1.3
1,54,Àﬁ…·,1201,223013,1.2
1,54,Àﬁ…·,1201,223104,1.2
1,54,Àﬁ…·,1217,223126,0.16
1,54,Àﬁ…·,1126,223137,0.09
1,54,Àﬁ…·,1128,223253,0.15
1,54,Àﬁ…·,101,223313,0.8
1,54,Àﬁ…·,115,223512,0.03
1,54,Àﬁ…·,1121,223526,0.08
1,54,Àﬁ…·,115,223554,0.07
1,54,Àﬁ…·,1125,223840,0.07
1,54,Àﬁ…·,1015,224239,0.07
1,54,Àﬁ…·,1201,224250,1.2
1,54,Àﬁ…·,1119,224618,0.05
1,54,Àﬁ…·,1201,224620,1.2
1,54,Àﬁ…·,1128,225055,1.2
1,54,Àﬁ…·,1128,225209,0.08
1,54,Àﬁ…·,1122,225255,0.01
1,54,Àﬁ…·,105,225536,0.17
1,54,Àﬁ…·,1106,225554,1.2
1,54,Àﬁ…·,1212,225719,0.07
1,54,Àﬁ…·,1226,225724,0.15
1,54,Àﬁ…·,1120,225735,0.08
1,54,Àﬁ…·,113,225950,0.08
1,54,Àﬁ…·,1205,230059,0.08
1,54,Àﬁ…·,1120,230307,0.05
1,54,Àﬁ…·,1218,230451,0.07
1,54,Àﬁ…·,1028,230459,0.08
1,54,Àﬁ…·,1230,230547,0.06
1,54,Àﬁ…·,1017,230633,0.17
1,54,Àﬁ…·,1013,230752,1.3
1,54,Àﬁ…·,1224,230814,0.07
1,54,Àﬁ…·,1219,230854,0.08
1,54,Àﬁ…·,117,231001,0.07
1,54,Àﬁ…·,911,231223,1.2
1,54,Àﬁ…·,1128,231239,1.2
1,54,Àﬁ…·,911,231304,1.2
1,54,Àﬁ…·,1128,231319,1.2
1,54,Àﬁ…·,1113,231333,0.07
1,54,Àﬁ…·,1128,231531,1.2
1,54,Àﬁ…·,1128,231729,1.2
1,54,Àﬁ…·,1105,231815,0.09
1,54,Àﬁ…·,1128,231906,1.2
1,54,Àﬁ…·,1128,231946,1.2
1,54,Àﬁ…·,1128,232151,1.2
1,54,Àﬁ…·,1128,232231,1.2
1,54,Àﬁ…·,1019,232346,0.09
1,54,Àﬁ…·,1128,232407,1.2
1,54,Àﬁ…·,1103,232755,1.2
1,54,Àﬁ…·,1220,232950,0.08
1,54,Àﬁ…·,117,233006,0.5
1,54,Àﬁ…·,1209,233007,0.08
1,54,Àﬁ…·,1106,233139,0.05
1,54,Àﬁ…·,1016,233312,1.2
1,54,Àﬁ…·,1016,233607,1.2
1,54,Àﬁ…·,1023,233646,0.09
1,54,Àﬁ…·,1016,235134,1.2
1,54,Àﬁ…·,1022,235239,1.2
1,54,Àﬁ…·,1016,235337,1.2
1,54,Àﬁ…·,1016,235411,1.2
1,54,Àﬁ…·,1022,235456,1.2
2,54,Àﬁ…·,608,242,0.3
2,54,Àﬁ…·,525,810,0.5
2,54,Àﬁ…·,309,928,0.08
2,54,Àﬁ…·,317,1138,0.08
2,54,Àﬁ…·,616,1525,0.3
2,54,Àﬁ…·,621,4946,1
2,54,Àﬁ…·,225,70255,0.07
2,54, ≥Ã√,517,70659,3
2,54, ≥Ã√,226,70922,3
2,54, ≥Ã√,409,70957,3
2,54, ≥Ã√,226,71023,0.8
2,54, ≥Ã√,307,71152,3
2,54, ≥Ã√,330,71154,0.83
2,54, ≥Ã√,227,71210,3
2,54, ≥Ã√,517,71222,1
2,54, ≥Ã√,305,71303,1.5
2,54, ≥Ã√,524,71316,3
2,54, ≥Ã√,307,71402,1
2,54, ≥Ã√,227,71425,1
2,54, ≥Ã√,416,71442,3
2,54, ≥Ã√,228,71457,1.5
2,54, ≥Ã√,603,71529,2.8
2,54, ≥Ã√,603,71604,0.2
2,54, ≥Ã√,604,71629,3
2,54, ≥Ã√,529,71647,2.4
2,54, ≥Ã√,524,71721,1
2,54,ΩÃ “,305,71825,0.01
2,54, ≥Ã√,328,71845,3
2,54,ΩÃ “,314,71856,0.01
2,54, ≥Ã√,527,71905,3
2,54, ≥Ã√,604,71927,1
2,54,ΩÃ “,304,71950,0.01
2,54, ≥Ã√,521,72013,1.83
2,54, ≥Ã√,308,72037,1.63
2,54, ≥Ã√,510,72053,1.63
2,54, ≥Ã√,523,72059,6.5
2,54,ΩÃ “,313,72102,0.01
2,54, ≥Ã√,530,72107,3
2,54, ≥Ã√,314,72111,0.83
2,54, ≥Ã√,312,72114,0.83
2,54,ΩÃ “,401,72125,0.01
2,54, ≥Ã√,507,72128,1.5
2,54,ΩÃ “,320,72129,0.01
2,54, ≥Ã√,321,72136,2.5
2,54,ΩÃ “,319,72209,0.01
2,54, ≥Ã√,326,72228,1.5
2,54,ΩÃ “,321,72233,0.01
2,54, ≥Ã√,328,72234,1
2,54, ≥Ã√,605,72243,5
2,54, ≥Ã√,608,72255,2.4
2,54,ΩÃ “,306,72306,0.01
2,54, ≥Ã√,530,72313,1
2,54, ≥Ã√,423,72325,2.5
2,54,ΩÃ “,329,72326,0.01
2,54, ≥Ã√,415,72348,1.8
2,54, ≥Ã√,528,72353,5.7
2,54, ≥Ã√,608,72403,0.2
2,54, ≥Ã√,614,72405,3
2,54, ≥Ã√,402,72413,0.83
2,54, ≥Ã√,527,72418,1
2,54,ΩÃ “,510,72419,0.01
2,54,ΩÃ “,312,72422,0.01
2,54, ≥Ã√,422,72427,3
2,54,ΩÃ “,326,72438,0.01
2,54,ΩÃ “,325,72439,0.01
2,54, ≥Ã√,306,72453,1.4
2,54,ΩÃ “,521,72458,0.01
2,54, ≥Ã√,418,72500,1.5
2,54, ≥Ã√,521,72501,2.7
2,54, ≥Ã√,407,72550,0.83
2,54, ≥Ã√,311,72609,1.4
2,54, ≥Ã√,613,72622,2.4
2,54, ≥Ã√,516,72630,9.1
2,54, ≥Ã√,502,72737,0.83
2,54, ≥Ã√,609,72743,8.7
2,54, ≥Ã√,613,72758,0.2
2,54, ≥Ã√,417,72821,1.5
2,54, ≥Ã√,325,72822,3.53
2,54, ≥Ã√,531,72823,4
2,54,ΩÃ “,507,72823,0.01
2,54,ΩÃ “,509,72835,0.01
2,54,ΩÃ “,408,72856,0.01
2,54, ≥Ã√,614,72904,1
2,54,ΩÃ “,506,72917,0.01
2,54,ΩÃ “,410,72920,0.01
2,54,ΩÃ “,416,72954,0.01
2,54, ≥Ã√,426,73012,1.63
2,54,ΩÃ “,411,73020,0.01
2,54,ΩÃ “,407,73027,0.01
2,54,ΩÃ “,502,73028,0.01
2,54,ΩÃ “,422,73045,0.01
2,54,ΩÃ “,415,73059,0.01
2,54,ΩÃ “,418,73152,0.01
2,54,ΩÃ “,508,73159,0.01
2,54,ΩÃ “,426,73210,0.01
2,54,ΩÃ “,516,73356,0.01
2,54,ΩÃ “,427,73541,0.01
2,54, ≥Ã√,429,73724,3
2,54,ΩÃ “,520,73953,0.01
2,54, ≥Ã√,503,74155,0.83
2,54,ΩÃ “,608,75314,0.01
2,54, ≥Ã√,610,75631,3
2,54,ΩÃ “,306,80020,0.01
2,54, ≥Ã√,610,80134,1
2,54,ΩªÕ®,429,80251,4
2,54,ΩªÕ®,429,80525,4
2,54,ΩÃ “,503,80605,0.01
2,54,ΩÃ “,410,80850,0.01
2,54,ΩÃ “,408,80925,0.01
2,54,ΩÃ “,409,80958,0.01
2,54, ≥Ã√,320,81018,3
2,54, ≥Ã√,617,81034,2.4
2,54, ≥Ã√,617,81104,0.2
2,54,Àﬁ…·,705,81109,0.01
2,54,Àﬁ…·,705,81135,0.01
2,54, ≥Ã√,301,81239,3
2,54, ≥Ã√,615,81253,2.6
2,54, ≥Ã√,513,81311,3
2,54, ≥Ã√,515,81311,4
2,54, ≥Ã√,315,81350,3
2,54, ≥Ã√,329,81416,3
2,54,ΩÃ “,401,81606,0.01
2,54, ≥Ã√,615,81741,2
2,54, ≥Ã√,703,81741,3
2,54, ≥Ã√,329,82011,1
2,54, ≥Ã√,618,82104,5
2,54, ≥Ã√,703,82110,1
2,54, ≥Ã√,624,82422,2.4
2,54,ΩÃ “,328,82435,0.01
2,54, ≥Ã√,624,82456,0.2
2,54, ≥Ã√,701,82653,3
2,54,ΩÃ “,506,82728,0.01
2,54, ≥Ã√,322,82834,2
2,54, ≥Ã√,628,82842,3
2,54, ≥Ã√,602,82851,3
2,54, ≥Ã√,623,82934,3
2,54, ≥Ã√,404,83033,8.1
2,54, ≥Ã√,602,83132,1
2,54, ≥Ã√,322,83153,0.2
2,54, ≥Ã√,616,83343,3
2,54, ≥Ã√,705,83516,3
2,54, ≥Ã√,610,83657,9.9
2,54, ≥Ã√,623,83659,1
2,54,ΩÃ “,225,83741,0.01
2,54, ≥Ã√,616,84008,1
2,54, ≥Ã√,704,84045,1
2,54, ≥Ã√,704,84051,0.6
2,54, ≥Ã√,625,84207,3
2,54, ≥Ã√,625,84635,1
2,54, ≥Ã√,627,84752,3
2,54,Àﬁ…·,308,85126,0.08
2,54,ΩªÕ®,404,85449,4
2,54,ΩªÕ®,404,85612,4
2,54, ≥Ã√,413,85616,2.5
2,54, ≥Ã√,420,85618,1.63
2,54, ≥Ã√,630,85631,3
2,54,Õº Èπ›,703,85750,2.8
2,54, ≥Ã√,616,85919,4.6
2,54, ≥Ã√,630,90340,1
2,54, ≥Ã√,627,90444,5.1
2,54,ΩÃ “,304,90856,0.01
2,54,ΩÃ “,311,91032,0.01
2,54, ≥Ã√,629,91046,2.4
2,54, ≥Ã√,629,91134,0.2
2,54,ΩÃ “,507,91305,0.01
2,54,Àﬁ…·,410,91431,0.15
2,54,ΩªÕ®,405,92102,4
2,54,ΩÃ “,509,92708,0.01
2,54,≥¨ –,630,92908,17.2
2,54, ≥Ã√,511,93335,2.5
2,54,Àﬁ…·,406,93546,1.4
2,54,ΩÃ “,308,93745,0.01
2,54,ΩªÕ®,706,94320,4
2,54, ≥Ã√,404,94330,6
2,54, ≥Ã√,404,94335,2
2,54, ≥Ã√,404,94503,5
2,54, ≥Ã√,622,95046,7.4
2,54,ΩÃ “,226,95947,0.01
2,54, ≥Ã√,316,100029,2
2,54,ΩÃ “,424,100142,0.01
2,54,ΩÃ “,228,100456,0.01
2,54,Àﬁ…·,420,100819,0.1
2,54, ≥Ã√,227,100822,1.5
2,54,Àﬁ…·,420,101147,0.02
2,54, ≥Ã√,506,102406,4.2
2,54, ≥Ã√,602,103144,1.6
2,54, ≥Ã√,504,103934,2.3
2,54,≥¨ –,503,104639,4
2,54,Àﬁ…·,317,104811,1.4
2,54, ≥Ã√,504,104845,5.5
2,54,≥¨ –,322,105213,1
2,54,Àﬁ…·,405,105323,0.08
2,54, ≥Ã√,522,105424,6
2,54, ≥Ã√,525,105443,4
2,54, ≥Ã√,624,105500,4
2,54, ≥Ã√,522,105516,3
2,54, ≥Ã√,624,105627,4
2,54, ≥Ã√,525,105733,5.1
2,54, ≥Ã√,512,105747,12.4
2,54, ≥Ã√,512,105747,4.2
2,54,ΩÃ “,312,105911,0.01
2,54,ΩÃ “,306,105920,0.01
2,54,ΩÃ “,321,110034,0.01
2,54, ≥Ã√,421,110046,5
2,54, ≥Ã√,526,110125,6.6
2,54, ≥Ã√,304,110157,10.1
2,54, ≥Ã√,520,110210,4.2
2,54, ≥Ã√,420,110329,7
2,54, ≥Ã√,608,110408,3
2,54, ≥Ã√,412,110513,5.5
2,54, ≥Ã√,608,110519,4
2,54, ≥Ã√,626,110543,6.6
2,54, ≥Ã√,420,110611,0.2
2,54, ≥Ã√,511,110732,3.5
2,54, ≥Ã√,628,110735,6
2,54, ≥Ã√,628,110759,1.5
2,54, ≥Ã√,322,110930,3.3
2,54, ≥Ã√,510,111053,3
2,54, ≥Ã√,420,111139,4
2,54, ≥Ã√,412,111258,4
2,54, ≥Ã√,414,111307,5.5
2,54, ≥Ã√,605,111416,5
2,54, ≥Ã√,605,111714,6.5
2,54, ≥Ã√,510,111817,1
2,54, ≥Ã√,427,111943,3.2
2,54, ≥Ã√,308,111950,10
2,54, ≥Ã√,325,111955,6.6
2,54,Àﬁ…·,304,112016,0.1
2,54, ≥Ã√,421,112035,0.6
2,54, ≥Ã√,225,112144,6.2
2,54,≥¨ –,520,112226,27.6
2,54, ≥Ã√,422,112402,6.1
2,54, ≥Ã√,611,112405,4.2
2,54, ≥Ã√,426,112428,5
2,54, ≥Ã√,303,112528,10.1
2,54, ≥Ã√,324,112530,7.6
2,54, ≥Ã√,427,112559,1
2,54, ≥Ã√,401,112635,6.6
2,54, ≥Ã√,704,112654,10
2,54, ≥Ã√,422,112739,1.5
2,54, ≥Ã√,422,112744,1.5
2,54, ≥Ã√,511,112757,1
2,54, ≥Ã√,618,112758,6.1
2,54, ≥Ã√,618,112801,6.1
2,54, ≥Ã√,614,112910,8.1
2,54, ≥Ã√,607,113053,4
2,54,≥¨ –,316,113128,8.3
2,54, ≥Ã√,323,113226,5
2,54, ≥Ã√,323,113324,0.8
2,54, ≥Ã√,323,113405,1.5
2,54, ≥Ã√,419,113537,3
2,54, ≥Ã√,705,113615,5.6
2,54, ≥Ã√,322,113659,2.7
2,54, ≥Ã√,522,113708,4
2,54, ≥Ã√,320,113709,1.5
2,54, ≥Ã√,320,113723,12.5
2,54, ≥Ã√,320,113805,1.5
2,54, ≥Ã√,320,113809,1
2,54, ≥Ã√,701,113832,10
2,54, ≥Ã√,603,113902,1.2
2,54, ≥Ã√,419,114001,3.5
2,54, ≥Ã√,316,114119,8.1
2,54, ≥Ã√,615,114143,5.4
2,54, ≥Ã√,614,114147,1.8
2,54, ≥Ã√,526,114156,3.5
2,54,≥¨ –,605,114258,4
2,54, ≥Ã√,702,114305,6
2,54, ≥Ã√,317,114309,5.4
2,54,≥¨ –,315,114311,1
2,54,Àﬁ…·,225,114346,0.1
2,54, ≥Ã√,317,114348,1
2,54, ≥Ã√,508,114352,2.4
2,54, ≥Ã√,702,114404,3
2,54, ≥Ã√,702,114415,4
2,54,Àﬁ…·,225,114418,1.4
2,54, ≥Ã√,611,114422,7.1
2,54, ≥Ã√,308,114516,4.2
2,54, ≥Ã√,508,114532,4.2
2,54, ≥Ã√,603,114808,5.5
2,54, ≥Ã√,227,114848,3.8
2,54, ≥Ã√,703,114927,6.4
2,54, ≥Ã√,523,114954,8.1
2,54, ≥Ã√,620,115000,3.5
2,54, ≥Ã√,629,115207,5.6
2,54, ≥Ã√,629,115242,1.5
2,54, ≥Ã√,602,115246,3.3
2,54, ≥Ã√,311,115329,4.6
2,54, ≥Ã√,622,115329,5.6
2,54, ≥Ã√,622,115529,1.8
2,54, ≥Ã√,622,115545,0.6
2,54, ≥Ã√,324,115710,3.7
2,54, ≥Ã√,521,115733,6.1
2,54, ≥Ã√,521,115805,7.1
2,54, ≥Ã√,411,115819,6.1
2,54, ≥Ã√,515,115846,4.2
2,54, ≥Ã√,615,120038,3.6
2,54, ≥Ã√,416,120040,7.1
2,54,Àﬁ…·,227,120144,1.4
2,54, ≥Ã√,328,120149,3.6
2,54, ≥Ã√,515,120203,2
2,54, ≥Ã√,530,120220,3.5
2,54, ≥Ã√,403,120222,6.6
2,54, ≥Ã√,228,120333,8.1
2,54,Àﬁ…·,428,120456,0.06
2,54, ≥Ã√,505,120512,6.4
2,54, ≥Ã√,424,120534,6.1
2,54, ≥Ã√,319,120543,7.6
2,54, ≥Ã√,613,120558,8.1
2,54, ≥Ã√,402,120604,4.6
2,54, ≥Ã√,606,120638,8.1
2,54, ≥Ã√,514,120649,4.2
2,54, ≥Ã√,305,120730,8.1
2,54, ≥Ã√,406,120751,5
2,54, ≥Ã√,604,120808,18.1
2,54, ≥Ã√,307,120821,4.1
2,54,≥¨ –,502,120841,6.5
2,54, ≥Ã√,507,120850,4.2
2,54, ≥Ã√,603,120940,3.9
2,54, ≥Ã√,623,121004,5.6
2,54, ≥Ã√,509,121013,4.2
2,54,Àﬁ…·,423,121026,0.06
2,54, ≥Ã√,314,121045,4.6
2,54, ≥Ã√,615,121045,6
2,54, ≥Ã√,406,121051,1.6
2,54, ≥Ã√,312,121134,4.6
2,54, ≥Ã√,306,121208,8.1
2,54,Àﬁ…·,510,121314,0.6
2,54,Àﬁ…·,516,121319,0.02
2,54, ≥Ã√,410,121323,0.4
2,54,Àﬁ…·,516,121345,0.15
2,54, ≥Ã√,226,121353,10.1
2,54,Àﬁ…·,408,121435,1.3
2,54,Àﬁ…·,502,121612,1.6
2,54,Àﬁ…·,308,121730,1.8
2,54, ≥Ã√,528,121929,0.6
2,54,Àﬁ…·,302,122051,1.3
2,54, ≥Ã√,321,122100,5.6
2,54,≥¨ –,520,122436,9.5
2,54, ≥Ã√,528,122548,5.5
2,54, ≥Ã√,417,122555,1.2
2,54,Àﬁ…·,426,122607,1.8
2,54, ≥Ã√,508,122902,1.6
2,54, ≥Ã√,417,123019,6.5
2,54,Àﬁ…·,406,123215,0.16
2,54, ≥Ã√,702,123353,1.6
2,54,≥¨ –,521,123803,1.5
2,54,Àﬁ…·,703,123942,0.3
2,54, ≥Ã√,529,124002,10.3
2,54, ≥Ã√,417,124707,3.7
2,54,Àﬁ…·,523,124711,1.2
2,54,Àﬁ…·,523,125058,1.2
2,54,≥¨ –,409,125413,11.7
2,54,≥¨ –,612,125618,10
2,54,Àﬁ…·,315,125735,1.7
2,54,Àﬁ…·,306,125840,1.5
2,54, ≥Ã√,529,130044,7
2,54,Àﬁ…·,527,130103,1.2
2,54,Àﬁ…·,312,130325,1.1
2,54,Àﬁ…·,521,130345,1.2
2,54,ΩªÕ®,310,130456,1
2,54,Àﬁ…·,707,130843,1.2
2,54,Àﬁ…·,523,131111,1.2
2,54,Àﬁ…·,520,131728,0.4
2,54,Àﬁ…·,322,131734,1
2,54,Àﬁ…·,707,132801,1.2
2,54,Àﬁ…·,707,132833,1.2
2,54,Àﬁ…·,319,133354,1.5
2,54,Õº Èπ›,704,135328,3.5
2,54,Õº Èπ›,704,135357,4
2,54,Àﬁ…·,707,140255,0.01
2,54, ≥Ã√,310,140921,2.7
2,54, ≥Ã√,607,141544,4.5
2,54,Õº Èπ›,525,141830,4.7
2,54,ΩÃ “,228,141952,0.01
2,54, ≥Ã√,509,142017,3
2,54, ≥Ã√,418,142120,4.5
2,54,ΩÃ “,311,142137,0.01
2,54,ΩÃ “,225,142245,0.01
2,54,≥¨ –,302,142304,30
2,54,≥¨ –,302,142311,1.7
2,54,ΩÃ “,425,142535,0.01
2,54,≥¨ –,531,142558,21.2
2,54,Àﬁ…·,609,142820,0.3
2,54,≥¨ –,531,143049,12.4
2,54,≥¨ –,531,143105,3.5
2,54,Àﬁ…·,705,143151,1.2
2,54,Àﬁ…·,503,143246,0.7
2,54,Àﬁ…·,705,144156,1.2
2,54,Àﬁ…·,705,145202,1.2
2,54, ≥Ã√,527,150027,3.5
2,54,Õº Èπ›,623,150053,9.9
2,54,Àﬁ…·,705,150227,1.2
2,54,ΩªÕ®,310,151455,1
2,54, ≥Ã√,519,152546,1.6
2,54,Àﬁ…·,317,152801,1.2
2,54,Àﬁ…·,321,153643,1.6
2,54,Õº Èπ›,624,153858,1.5
2,54,Àﬁ…·,317,154412,1.2
2,54,Àﬁ…·,317,154525,1.2
2,54,Àﬁ…·,506,154531,0.12
2,54,Àﬁ…·,519,155227,1.3
2,54,Àﬁ…·,224,155311,0.23
2,54, ≥Ã√,507,155650,5.7
2,54,Õº Èπ›,618,155954,5.5
2,54,ΩÃ “,308,160137,0.01
2,54,ΩÃ “,322,160255,0.01
2,54,ΩÃ “,401,160321,0.01
2,54, ≥Ã√,520,160520,4.5
2,54, ≥Ã√,520,160611,1.6
2,54,ΩÃ “,422,160633,0.01
2,54,ΩÃ “,225,160651,0.02
2,54, ≥Ã√,608,160747,4.5
2,54,ΩÃ “,319,160805,0.01
2,54,ΩÃ “,327,160953,0.01
2,54,ΩÃ “,410,161033,0.01
2,54, ≥Ã√,530,161227,5.1
2,54, ≥Ã√,506,161238,10.5
2,54,Àﬁ…·,531,161242,1.5
2,54,Õº Èπ›,622,161448,3.9
2,54,Õº Èπ›,626,161643,7.3
2,54, ≥Ã√,326,161708,1.8
2,54,ΩÃ “,403,161832,0.01
2,54,Àﬁ…·,701,162522,0.7
2,54,Õº Èπ›,703,163139,5.2
2,54,Õº Èπ›,618,163619,1.2
2,54,ΩªÕ®,706,163840,4
2,54,≥¨ –,705,163854,7.5
2,54, ≥Ã√,512,164331,5.5
2,54, ≥Ã√,511,164414,7.5
2,54,ΩªÕ®,617,164853,1
2,54, ≥Ã√,224,165012,2.5
2,54, ≥Ã√,505,170034,4.2
2,54, ≥Ã√,228,170143,5
2,54,Àﬁ…·,411,170214,1.7
2,54,Àﬁ…·,512,170236,1.3
2,54,ΩÃ “,506,170407,0.01
2,54,ΩÃ “,416,170449,0.01
2,54, ≥Ã√,228,170531,0.4
2,54,ΩÃ “,402,170622,0.01
2,54,Àﬁ…·,511,171843,0.01
2,54,Àﬁ…·,511,172002,0.13
2,54,ΩªÕ®,617,172125,1
2,54,ΩÃ “,519,172310,0.01
2,54,≥¨ –,224,172451,30
2,54,≥¨ –,224,172454,27.2
2,54,Õº Èπ›,620,172625,6
2,54,≥¨ –,307,172932,30
2,54,≥¨ –,307,172936,6.8
2,54,Õº Èπ›,614,173638,5.6
2,54,Õº Èπ›,627,174220,3.8
2,54,Õº Èπ›,706,174257,6.3
2,54,Àﬁ…·,505,175036,0.16
2,54,ΩÃ “,324,175107,0.01
2,54, ≥Ã√,418,175556,1.5
2,54, ≥Ã√,616,175703,4.2
2,54,ΩÃ “,225,175726,0.01
2,54,ΩÃ “,527,180127,0.01
2,54, ≥Ã√,327,180142,3.3
2,54, ≥Ã√,514,180253,1.8
2,54, ≥Ã√,226,180411,1.8
2,54, ≥Ã√,401,180527,4.4
2,54, ≥Ã√,402,180806,3
2,54,ΩÃ “,323,180830,0.01
2,54, ≥Ã√,402,180837,5
2,54,≥¨ –,427,181040,2
2,54, ≥Ã√,418,181105,0.4
2,54,≥¨ –,423,181107,4
2,54,ΩÃ “,319,181110,0.01
2,54, ≥Ã√,510,181231,2
2,54, ≥Ã√,327,181353,2.5
2,54,≥¨ –,508,181439,10
2,54,≥¨ –,424,181540,12.2
2,54,Õº Èπ›,625,181655,1.5
2,54, ≥Ã√,423,181712,2
2,54, ≥Ã√,508,181752,0.8
2,54, ≥Ã√,416,181826,2.7
2,54, ≥Ã√,418,182118,2.5
2,54,≥¨ –,407,182334,7.6
2,54, ≥Ã√,410,182715,4
2,54,ΩÃ “,318,182754,0.01
2,54, ≥Ã√,506,182839,3
2,54, ≥Ã√,604,182914,3.5
2,54, ≥Ã√,305,183334,6
2,54, ≥Ã√,505,183418,1.5
2,54,ΩÃ “,325,183421,0.01
2,54,ΩÃ “,312,183605,0.01
2,54,Àﬁ…·,707,183755,1.2
2,54,ΩÃ “,311,184239,0.01
2,54,ΩÃ “,313,184736,0.01
2,54, ≥Ã√,331,184854,1.5
2,54,ΩÃ “,508,184923,0.01
2,54,ΩÃ “,326,184940,0.01
2,54,Àﬁ…·,528,185257,0.09
2,54,ΩÃ “,314,185412,0.01
2,54,ΩÃ “,226,191136,0.01
2,54,ΩÃ “,529,191403,0.02
2,54,Àﬁ…·,301,191759,0.08
2,54,ΩÃ “,509,191815,0.01
2,54,Àﬁ…·,526,192347,0.01
2,54,Àﬁ…·,526,192410,0.15
2,54,ΩÃ “,506,192438,0.01
2,54,Àﬁ…·,502,192830,0.01
2,54,Àﬁ…·,502,192854,0.12
2,54,Àﬁ…·,315,194420,0.08
2,54,Àﬁ…·,327,195634,0.07
2,54,Àﬁ…·,704,200043,0.6
2,54,ΩÃ “,314,201035,0.01
2,54,Àﬁ…·,310,201623,2
2,54,ΩÃ “,323,201804,0.01
2,54,≥¨ –,403,202428,12.4
2,54,Àﬁ…·,329,205728,1.2
2,54,Àﬁ…·,612,205857,0.8
2,54,ΩÃ “,304,205931,0.01
2,54,ΩÃ “,311,210028,0.01
2,54,Àﬁ…·,602,210614,0.7
2,54,Àﬁ…·,329,210848,1.2
2,54,Àﬁ…·,512,210855,0.13
2,54, ≥Ã√,531,210945,1.5
2,54,Àﬁ…·,509,211310,0.1
2,54,Àﬁ…·,628,211337,1.5
2,54,Àﬁ…·,509,212001,0.1
2,54,Àﬁ…·,224,212018,1.1
2,54, ≥Ã√,423,212113,3.5
